;WOZ;Global;Direkt;Diffus
314855;2016-01-01 00:00:00;0.0;0.0;0.0
314856;2016-01-01 01:00:00;0.0;0.0;0.0
314857;2016-01-01 02:00:00;0.0;0.0;0.0
314858;2016-01-01 03:00:00;0.0;0.0;0.0
314859;2016-01-01 04:00:00;0.0;0.0;0.0
314860;2016-01-01 05:00:00;0.0;0.0;0.0
314861;2016-01-01 06:00:00;0.0;0.0;0.0
314862;2016-01-01 07:00:00;0.0;0.0;0.0
314863;2016-01-01 08:00:00;0.0;0.0;0.0
314864;2016-01-01 09:00:00;5.555555555555555;0.0;5.555555555555555
314865;2016-01-01 10:00:00;19.444444444444446;2.7777777777777786;16.666666666666668
314866;2016-01-01 11:00:00;80.55555555555556;0.0;80.55555555555556
314867;2016-01-01 12:00:00;94.44444444444444;2.7777777777777715;91.66666666666667
314868;2016-01-01 13:00:00;72.22222222222223;0.0;72.22222222222223
314869;2016-01-01 14:00:00;33.333333333333336;0.0;33.333333333333336
314870;2016-01-01 15:00:00;27.77777777777778;0.0;27.77777777777778
314871;2016-01-01 16:00:00;5.555555555555555;0.0;5.555555555555555
314872;2016-01-01 17:00:00;0.0;0.0;0.0
314873;2016-01-01 18:00:00;0.0;0.0;0.0
314874;2016-01-01 19:00:00;0.0;0.0;0.0
314875;2016-01-01 20:00:00;0.0;0.0;0.0
314876;2016-01-01 21:00:00;0.0;0.0;0.0
314877;2016-01-01 22:00:00;0.0;0.0;0.0
314878;2016-01-01 23:00:00;0.0;0.0;0.0
314879;2016-01-02 00:00:00;0.0;0.0;0.0
314880;2016-01-02 01:00:00;0.0;0.0;0.0
314881;2016-01-02 02:00:00;0.0;0.0;0.0
